date, pm25, pm10, o3, no2, so2
2014/10/9, , 10, 11, 1, 1
2014/7/2, , 19, 34, 2, 2
2014/7/7, , 15, 36, 2, 1
2014/7/12, , 20, 37, 1, 
2014/7/23, , 18, 33, 3, 
2014/8/4, , 12, 35, 3, 1
2014/8/8, , 9, 20, 2, 
2014/8/9, , 11, 22, 2, 
2014/8/18, , 16, 34, 2, 3
2014/8/25, , 12, 28, 3, 
2014/8/30, , 21, 38, 2, 
2014/8/31, , 20, 39, 4, 
2014/9/1, , 23, 29, 2, 
2014/9/2, , 17, 25, 2, 
2014/9/5, , 14, 12, 1, 1
2014/9/29, , 15, 24, 7, 
2014/9/30, , 20, 15, 6, 
2014/4/6, , 10, 37, 5, 1
2014/4/13, , 117, 42, 4, 
2014/5/9, , 19, 42, 3, 1
2014/5/23, , 10, 43, 1, 
2014/5/29, , 9, 35, 2, 3
2014/5/31, , 14, 35, 1, 
2014/6/13, , 32, 49, 4, 
2014/6/16, , 33, 57, 2, 1
2014/6/21, , 17, 27, 1, 
2014/1/31, , 11, 24, 4, 
2014/3/13, , 23, , 4, 
2020/9/7, , , 25, 4, 
2020/1/1, , , 27, 4, 
2020/2/16, , , 29, 4, 
2020/2/17, , , 24, 4, 
2020/2/18, , , 27, 5, 
2019/11/17, , , 29, 2, 
2019/12/19, , , 31, , 
2019/9/28, , , 28, 6, 
2018/8/12, , , 35, 5, 
2018/8/18, , , 45, 3, 
2018/4/11, , , 36, 3, 
2018/4/12, , , 38, 1, 
2018/6/23, , , 37, 2, 
2017/12/20, , , 29, 10, 
2016/5/7, , , 34, , 
2015/7/16, , , 21, 3, 
2014/10/7, , , 5, 11, 1
2014/10/28, , , 17, 5, 1
2014/11/26, , , 11, 2, 4
2014/11/29, , , 23, 5, 
2014/11/30, , , 21, 1, 
2014/12/2, , , 18, 7, 
2014/12/25, , , 21, 4, 2
2014/7/22, , , 30, 7, 2
2014/9/3, , , 11, 6, 
2014/9/4, , , 14, 2, 
2014/9/28, , , 19, 7, 56
2014/4/12, , , 24, 1, 
2014/6/19, , , 16, 5, 
2014/6/20, , , 28, 1, 
2014/11/16, , , , 5, 1
2014/3/12, , , , 3, 3
